name,url,rank,net cost,aid,in-state tuition,out-state tuition,housing,meals,books,median earnings,location,address,student-faculty ratio,acceptance rate,application deadline,graduation rate,employed 2 years post graduation,full-time undergraduates,part-time undergrads,undergrads over 25,pell-grant recipients,varsity athletes,public/private,coordinates,<$30k,$30-48k,$49-75k,$76-110k,$110k+,tuition,undergrads
Colby College,https://www.niche.com/colleges/colby-college/,84,16951,61714,69600,69600,8460,7870,850,58100,"WATERVILLE, ME","4000 MAYFLOWER HILL DR WATERVILLE, ME 04901",9:1,8,January 3,88,92,2299,0,0,16,33,Private,"[44.5629711, -69.6593506]",1692,2047,4509,15589,39186,69600,2299
Auburn University,https://www.niche.com/colleges/auburn-university/,85,25271,9791,12890,34922,9294,5704,1200,48800,"AUBURN, AL","AUBURN, AL 36849",16:1,44,February 1,81,95,24135,0,2,11,2,Public College,"[32.6056565, -85.4829225]",17481,19356,23336,26709,28876,23906,24135
Carleton College,https://www.niche.com/colleges/carleton-college/,86,31494,46821,62244,62244,8439,7551,938,54200,"NORTHFIELD, MN","ONE NORTH COLLEGE ST NORTHFIELD, MN 55057",8:1,17,January 15,91,91,2041,18,0,12,18,Private,"[44.4610203, -93.1546903]",11645,8456,12453,21520,41301,62244,2059
Florida International University,https://www.niche.com/colleges/florida-international-university/,87,9881,11087,6565,18963,7764,3836,1350,46300,"MIAMI, FL","11200 S W 8 ST MIAMI, FL 33199",19:1,64,February 25,69,90,26106,0,22,48,2,Public College,"[25.7564858, -80.37628]",6727,7856,10602,14086,17155,12764,26106
North Carolina State University,https://www.niche.com/colleges/north-carolina-state-university/,88,14852,9181,9128,30869,7432,5316,854,52500,"RALEIGH, NC","1210 VARSITY DRIVE RALEIGH, NC 27695",13:1,47,January 15,85,94,23828,0,5,19,2,Public College,"[35.7840716, -78.6846699]",6369,8625,14132,19983,23370,19998,23828
Clemson University,https://www.niche.com/colleges/clemson-university/,89,24577,10430,15558,39502,7724,4626,1388,52400,"CLEMSON, SC","201 SIKES HALL CLEMSON, SC 29634",14:1,43,May 1,85,94,21741,825,2,13,2,Public College,"[34.6824536, -82.7810647]",14155,16482,20977,25195,26995,27530,22566
Colorado School of Mines,https://www.niche.com/colleges/colorado-school-of-mines/,90,29425,10614,21186,44376,9610,6800,1500,84900,"GOLDEN, CO","1500 ILLINOIS ST GOLDEN, CO 80401",13:1,58,January 15,82,95,5201,290,6,12,9,Public College,"[39.7508721, -105.222866]",18396,17041,23739,28947,32645,32781,5491
Oklahoma State University,https://www.niche.com/colleges/oklahoma-state-university/,91,16718,10621,10234,25754,5096,4550,1200,46500,"STILLWATER, OK","107 WHITEHURST STILLWATER, OK 74078",14:1,71,February 1,65,93,18265,0,9,27,3,Public College,"[35.4787218, -97.3336837]",7945,9186,14125,19445,21609,17994,18265
University of Pittsburgh,https://www.niche.com/colleges/university-of-pittsburgh/,92,24286,10919,19790,36000,7230,5130,716,53900,"PITTSBURGH, PA","4200 FIFTH AVE PITTSBURGH, PA 15260",4:1,49,Rolling Admissions,84,94,19291,0,2,18,3,Public College,"[40.4443528, -79.9530455]",17851,18734,26142,32361,34030,27895,19291
Indiana University - Bloomington,https://www.niche.com/colleges/indiana-university-bloomington/,93,16234,10336,11447,39120,7798,4430,900,47700,"BLOOMINGTON, IN","107 SOUTH INDIANA AVE BLOOMINGTON, IN 47405",15:1,82,February 1,81,95,34665,995,1,18,2,Public College,"[39.1661056, -86.5265542]",6874,7636,12849,21394,24388,25283,35660
Reed College,https://www.niche.com/colleges/reed-college/,94,33106,47864,69350,69350,8290,7660,1050,42200,"PORTLAND, OR","3203 SE WOODSTOCK BLVD PORTLAND, OR 97202",8:1,30,December 20,80,88,1404,35,1,11,-1,Private,"[45.4809829, -122.6303068]",15460,9629,16043,27015,45802,69350,1439
Brigham Young University,https://www.niche.com/colleges/brigham-young-university/,95,13521,6325,6304,6304,-1,-1,960,59700,"PROVO, UT","MAIN CAMPUS PROVO, UT 84602",20:1,67,December 16,79,80,28254,0,7,11,2,Private,"[40.2485398, -111.6683749]",8680,9672,12542,15914,19055,6304,28254
Smith College,https://www.niche.com/colleges/smith-college/,96,30790,49109,64870,64870,10200,10140,800,46200,"NORTHAMPTON, MA","10 ELM ST NORTHAMPTON, MA 01063",7:1,23,January 15,89,88,2506,0,1,14,-1,Private,"[42.320605, -72.6437506]",14214,14016,14098,23430,46976,64870,2506
University of Minnesota Twin Cities,https://www.niche.com/colleges/university-of-minnesota-twin-cities/,97,16018,11388,17370,38518,7054,5240,1000,51900,"MINNEAPOLIS, MN","100 CHURCH ST SE MINNEAPOLIS, MN 55455",8:1,75,January 1,84,94,29057,0,6,21,2,Public College,"[44.9758905, -93.2344176]",6933,7032,10850,18380,25233,27944,29057
Michigan State University,https://www.niche.com/colleges/michigan-state-university/,98,22803,8684,16522,44726,4538,6452,1254,53600,"EAST LANSING, MI","EAST LANSING, MI 48824",12:1,88,Rolling Admissions,82,95,37492,0,2,21,2,Public College,"[42.7237087, -84.4796295]",7087,13687,19682,25247,27297,30624,37492
University of Massachusetts Amherst,https://www.niche.com/colleges/university-of-massachusetts-amherst/,99,22291,12350,16952,38171,7611,6283,1000,51400,"AMHERST, MA","255 WHITMORE BUILDING 181 PRESIDENTS DR AMHERST, MA 01003",15:1,64,January 15,83,94,22920,0,5,21,3,Public College,"[42.3859171, -72.5264771]",10858,11824,15768,22651,29809,27561,22920
George Washington University,https://www.niche.com/colleges/george-washington-university/,100,42723,35257,67420,67420,15675,4325,1400,69600,"WASHINGTON, DC","1918 F ST NW WASHINGTON, DC 20052",6:1,49,January 5,85,92,10332,0,9,15,4,Private,"[38.8971203, -77.0443191]",18368,14458,19941,28823,50187,67420,10332
Arizona State University,https://www.niche.com/colleges/arizona-state-university/,101,14808,12381,11618,30592,9108,5610,1320,47700,"TEMPE, AZ","UNIVERSITY DR AND MILL AVENUE TEMPE, AZ 85287",16:1,90,Rolling Admissions,67,91,59884,0,8,30,1,Public College,"[33.4218938, -111.9400681]",8088,10194,15137,18632,20466,21105,59884
University of Rochester,https://www.niche.com/colleges/university-of-rochester/,102,39775,39715,61678,61678,11002,7230,1310,61200,"ROCHESTER, NY","WILSON BLVD - WALLIS HALL ROCHESTER, NY 14627",2:1,39,January 5,90,92,6425,342,6,16,9,Private,"[43.1263978, -77.6311916]",12169,15724,21593,30873,46720,61678,6767
Texas Christian University,https://www.niche.com/colleges/texas-christian-university/,103,44190,28048,61650,61650,8400,5850,900,52800,"FORT WORTH, TX","2800 S UNIVERSITY DR FORT WORTH, TX 76109",13:1,56,February 1,84,94,11049,0,3,12,5,Private,"[32.7112657, -97.3610018]",28156,24475,28768,36292,48613,61650,11049
University of Iowa,https://www.niche.com/colleges/university-of-iowa/,104,19587,9959,11283,33371,7620,3780,950,51900,"IOWA CITY, IA","C110 POMERANTZ CENTER IOWA CITY, IA 52242",8:1,86,Rolling Admissions,74,96,20255,0,5,18,3,Public College,"[41.65689, -91.553439]",13749,15525,19144,22674,23541,22327,20255
Bucknell University,https://www.niche.com/colleges/bucknell-university/,105,39965,37775,67446,67446,9490,5868,900,70800,"LEWISBURG, PA","ONE DENT DR LEWISBURG, PA 17837",9:1,33,January 15,87,95,3733,14,0,10,20,Private,"[40.9549616, -76.8843769]",23618,23510,29660,36008,51995,67446,3747
University of Alabama - Birmingham,https://www.niche.com/colleges/university-of-alabama-birmingham/,106,16834,11142,8832,21216,8550,5780,1200,41200,"BIRMINGHAM, AL","ADMINISTRATION BLDG SUITE 1070 BIRMINGHAM, AL 35294",4:1,87,June 1,64,92,10263,0,16,38,4,Public College,"[33.5061402, -86.8119969]",14620,15130,17379,20045,19342,15024,10263
Grinnell College,https://www.niche.com/colleges/grinnell-college/,107,33467,42231,67560,67560,7108,7940,900,49100,"GRINNELL, IA","1121 PARK ST GRINNELL, IA 50112",8:1,11,January 15,88,92,1706,53,0,17,25,Private,"[41.7469247, -92.7229446]",9158,7615,9760,16968,35578,67560,1759
University of South Carolina,https://www.niche.com/colleges/university-of-south-carolina/,108,22427,6880,12688,33972,7360,4420,1085,44900,"COLUMBIA, SC","902 SUMTER ST LIEBER COLLEGE COLUMBIA, SC 29208",14:1,64,December 1,78,95,27389,0,3,18,3,Public College,"[33.9984133, -81.0298925]",12262,14677,19783,23389,25312,23330,27389
University of Mississippi,https://www.niche.com/colleges/university-of-mississippi/,109,14289,13720,9072,26292,6514,4976,1200,42700,"UNIVERSITY , MS","617 ALL AMERICAN DR  UNIVERSITY , MS 38677",8:1,97,Rolling Admissions,68,92,15485,0,6,19,3,Public College,"[34.3646135, -89.5376099]",8933,9205,15436,18808,20648,17682,15485
Rutgers University - New Brunswick,https://www.niche.com/colleges/rutgers-universitynew-brunswick/,110,17535,12785,16263,33963,8415,5494,1350,57900,"PISCATAWAY, NJ","100 SUTPHEN RD PISCATAWAY, NJ 08854",8:1,66,December 1,84,93,34667,0,5,27,2,Public College,"[40.5160374, -74.4605113]",14026,14893,19950,27099,30640,25113,34667
Colorado College,https://www.niche.com/colleges/colorado-college/,111,33178,46160,70224,70224,8376,6000,1240,45400,"COLORADO SPRINGS, CO","14 E CACHE LA POUDRE ST COLORADO SPRINGS, CO 80903",10:1,16,January 15,86,91,2351,0,0,15,17,Private,"[38.8469297, -104.8237358]",10762,9664,13311,30471,47237,70224,2351
University of Oklahoma,https://www.niche.com/colleges/university-of-oklahoma/,112,22601,10561,9312,25880,10560,5220,800,51100,"NORMAN, OK","660 PARRINGTON OVAL NORMAN, OK 73019",13:1,73,February 1,76,93,18624,0,7,22,3,Public College,"[35.208489, -97.4457405]",15242,17059,20063,24267,27078,17596,18624
Texas Tech University,https://www.niche.com/colleges/texas-tech-university/,113,17896,9359,11852,24122,6694,3766,1200,51400,"LUBBOCK, TX","BROADWAY AND UNIVERSITY AVE LUBBOCK, TX 79409",18:1,67,May 1,64,93,29133,0,7,25,1,Public College,"[33.5845414, -101.8707033]",13728,15062,18259,23641,24698,17987,29133
Penn State,https://www.niche.com/colleges/penn-state/,114,26747,10066,18898,36476,7374,5610,1840,50100,"UNIVERSITY PARK, PA","201 OLD MAIN UNIVERSITY PARK, PA 16802",9:1,55,Rolling Admissions,83,94,40528,0,1,14,2,Public College,"[40.7965118, -77.8627239]",20469,22982,27137,33652,36340,27687,40528
University of Utah,https://www.niche.com/colleges/university-of-utah/,115,12399,9696,9315,29837,6417,5020,960,53000,"SALT LAKE CITY, UT","201 PRESIDENTS CIRCLE ROOM 201 SALT LAKE CITY, UT 84112",9:1,89,April 1,65,90,21291,0,14,19,3,Public College,"[40.7649963, -111.8487882]",6718,8083,8383,12424,14344,19576,21291
Bryn Mawr College,https://www.niche.com/colleges/bryn-mawr-college/,116,39072,36618,64500,64500,10300,7750,1000,54600,"BRYN MAWR, PA","101 N MERION AVE BRYN MAWR, PA 19010",7:1,31,January 15,83,88,1360,0,1,10,-1,Private,"[40.0273254, -75.3155554]",7115,9824,14704,26145,51289,64500,1360
Wabash College,https://www.niche.com/colleges/wabash-college/,117,22976,37119,47475,47475,6500,6000,800,56300,"CRAWFORDSVILLE, IN","301 WEST WABASH AVE CRAWFORDSVILLE, IN 47933",9:1,61,Rolling Admissions,75,94,834,1,0,20,50,Private,"[40.0368027, -86.905863]",16342,14578,16084,21653,27370,47475,835
New Mexico Tech,https://www.niche.com/colleges/new-mexico-tech/,118,10429,10293,9058,26312,3948,4384,800,50000,"SOCORRO, NM","801 LEROY PL SOCORRO, NM 87801",7:1,74,August 1,55,90,1093,125,12,33,-1,Public College,"[34.0663921, -106.9041865]",3127,4565,8984,11154,16079,17685,1218
California State University - Long Beach,https://www.niche.com/colleges/california-state-university-long-beach/,119,9346,9478,6884,18764,8850,4440,1092,48100,"LONG BEACH, CA","1250 BELLFLOWER BLVD LONG BEACH, CA 90840",19:1,40,December 2,73,92,27710,0,16,50,1,Public College,"[33.7770673, -118.1145488]",5409,6074,9532,13656,17677,12824,27710
College of the Holy Cross,https://www.niche.com/colleges/college-of-the-holy-cross/,120,34679,39615,64500,64500,9100,7520,1000,71000,"WORCESTER, MA","ONE COLLEGE ST WORCESTER, MA 01610",10:1,36,January 15,91,95,3210,23,0,16,25,Private,"[42.2381278, -71.8108392]",17648,10890,17534,33795,54645,64500,3233
Pitzer College,https://www.niche.com/colleges/pitzer-college/,121,39809,39594,60578,60578,11682,8968,1100,48700,"CLAREMONT, CA","1050 NORTH MILLS AVE CLAREMONT, CA 91711",10:1,18,January 6,85,86,1179,33,2,8,45,Private,"[34.1041579, -117.7066231]",25761,17138,21786,33456,54914,60578,1212
The University of Kansas,https://www.niche.com/colleges/the-university-of-kansas/,122,18950,11140,11167,28035,6222,3914,1224,48800,"LAWRENCE, KS","STRONG HALL 1450 JAYHAWK BLVD ROOM 230 LAWRENCE, KS 66045",7:1,88,Rolling Admissions,67,94,16801,0,7,20,3,Public College,"[38.9585399, -95.2476646]",13722,14285,16259,20905,22171,19601,16801
Santa Clara University,https://www.niche.com/colleges/santa-clara-university/,123,50551,25295,60639,60639,-1,-1,1152,72600,"SANTA CLARA, CA","500 EL CAMINO REAL SANTA CLARA, CA 95053",8:1,52,November 1,89,94,5998,117,1,8,6,Private,"[37.3493722, -121.9402855]",29302,19515,24744,30188,54634,60639,6115
The University of Alabama,https://www.niche.com/colleges/the-university-of-alabama/,124,20592,15683,11900,33200,6100,4426,800,44500,"TUSCALOOSA, AL","801 CAMPUS DR WEST TUSCALOOSA, AL 35487",17:1,80,Rolling Admissions,73,93,28958,0,6,19,2,Public College,"[33.2145304, -87.5468836]",17942,19931,21867,23680,23931,22550,28958
Michigan Technological University,https://www.niche.com/colleges/michigan-technological-university/,125,18235,16114,18392,41340,6757,5301,1200,66400,"HOUGHTON, MI","1400 TOWNSEND DR HOUGHTON, MI 49931",13:1,94,Rolling Admissions,68,97,5413,297,3,18,7,Public College,"[47.1168468, -88.5441463]",6756,6473,13793,17134,23675,29866,5710
Iowa State University,https://www.niche.com/colleges/iowa-state-university/,126,15310,11043,9252,27346,4725,4633,1091,50700,"AMES, IA","1750 BEARDSHEAR HALL AMES, IA 50011",17:1,90,Rolling Admissions,74,96,25332,0,3,19,2,Public College,"[42.0261754, -93.6484322]",7532,9230,12102,17262,20129,18299,25332
Kenyon College,https://www.niche.com/colleges/kenyon-college/,127,43044,37226,66490,66490,5420,7410,1900,48700,"GAMBIER, OH","KENYON COLLEGE GAMBIER, OH 43022",9:1,34,January 15,87,94,1877,8,0,9,26,Private,"[40.3743746, -82.3965785]",17808,17325,20493,28824,51597,66490,1885
University of Dayton,https://www.niche.com/colleges/university-of-dayton/,128,30590,31920,49140,49140,9260,6130,1000,55100,"DAYTON, OH","300 COLLEGE PARK DAYTON, OH 45469",10:1,74,February 1,81,97,7902,274,2,19,5,Private,"[39.7382861, -84.1790506]",22603,24647,25840,28469,33715,49140,8176
Trinity College - Connecticut,https://www.niche.com/colleges/trinity-college-connecticut/,129,32704,46929,63930,63930,10780,5880,1000,66100,"HARTFORD, CT","300 SUMMIT STREET HARTFORD, CT 06106",8:1,36,January 17,84,93,2128,39,1,13,40,Private,"[41.74664, -72.6924076]",13519,11341,16866,26486,49303,63930,2167
Eastern New Mexico University,https://www.niche.com/colleges/eastern-new-mexico-university/,130,8702,8719,6863,8843,3896,4274,950,29500,"PORTALES, NM","ENMU STATION 2 1500 S AVE K PORTALES, NM 88130",14:1,28,Rolling Admissions,41,84,2039,0,35,50,18,Public College,"[34.175845, -103.3473209]",5712,6544,8929,9300,13940,7853,2039
University of San Diego,https://www.niche.com/colleges/university-of-san-diego/,131,36008,36408,58420,58420,-1,-1,1152,60000,"SAN DIEGO, CA","5998 ALCALA PARK SAN DIEGO, CA 92110",8:1,53,December 1,83,92,5669,0,3,20,8,Private,"[32.7712589, -117.1895242]",19659,15964,22611,27219,42844,58420,5669
University of Arkansas,https://www.niche.com/colleges/university-of-arkansas/,132,16208,8474,10104,29966,7968,4400,1100,44900,"FAYETTEVILLE, AR","1125 W MAPLE ST. ADMINISTRATION BLDG 425 FAYETTEVILLE, AR 72701",17:1,79,November 1,69,92,23446,0,8,17,2,Public College,"[36.0699219, -94.1769647]",11556,12575,15514,18867,20093,20035,23446
"Binghamton University, SUNY",https://www.niche.com/colleges/binghamton-university-suny/,133,19535,11305,7070,26950,11606,5900,1000,61600,"VESTAL, NY","4400 VESTAL PARKWAY EAST VESTAL, NY 13850",16:1,42,January 15,83,92,14408,0,4,28,3,Public College,"[42.0890905, -75.9688233]",13150,16251,21905,23313,27631,17010,14408
University of North Carolina School of the Arts,https://www.niche.com/colleges/university-of-north-carolina-school-of-the-arts/,134,11251,10868,9388,26622,8400,4502,1385,35500,"WINSTON SALEM, NC","1533 SOUTH MAIN ST WINSTON SALEM, NC 27127",6:1,32,March 1,82,92,894,26,3,22,-1,Public College,"[36.0769319, -80.2379319]",6660,6159,11772,19486,22977,18005,920
Cal Poly San Luis Obispo,https://www.niche.com/colleges/cal-poly-san-luis-obispo/,135,19184,10065,11800,31984,10356,6770,906,66900,"SAN LUIS OBISPO, CA","1 GRAND AVE SAN LUIS OBISPO, CA 93407",20:1,30,December 2,85,95,19925,0,3,17,3,Public College,"[35.3010125, -120.6585382]",10117,10842,14619,22251,28119,21892,19925
Brandeis University,https://www.niche.com/colleges/brandeis-university/,136,45565,33733,67082,67082,9746,7550,1000,57900,"WALTHAM, MA","415 SOUTH ST WALTHAM, MA 02454",8:1,39,January 2,87,93,3661,14,0,14,8,Private,"[42.3674755, -71.2547771]",11116,15682,24124,36784,55660,67082,3675
University of Connecticut,https://www.niche.com/colleges/university-of-connecticut/,137,23985,14678,19434,42102,7436,6186,950,58400,"STORRS, CT","352 MANSFIELD RD STORRS, CT 06269",8:1,55,January 15,83,95,18397,586,2,25,3,Public College,"[41.8087469, -72.2490391]",14821,16030,21049,28647,31470,30768,18983
Washington State University,https://www.niche.com/colleges/washington-state-university/,138,17911,10689,11554,27630,7946,4450,960,50600,"PULLMAN, WA","FRENCH ADMINISTRATION BUILDING PULLMAN, WA 99164",14:1,83,Rolling Admissions,62,92,19812,0,14,25,2,Public College,"[46.73764, -117.17958]",8032,9464,13409,20049,24273,19592,19812
CUNY John Jay College of Criminal Justice,https://www.niche.com/colleges/cuny-john-jay-college-of-criminal-justice/,139,5001,9043,7470,15420,-1,-1,1364,44900,"NEW YORK, NY","524 W 59TH ST NEW YORK, NY 10019",16:1,51,February 1,54,90,9661,0,22,65,2,Public College,"[40.7709835, -73.9892705]",2114,3628,7859,9600,13383,11445,9661
Stevens Institute of Technology,https://www.niche.com/colleges/stevens-institute-of-technology/,140,41689,31949,63462,63462,9680,7400,1200,89200,"HOBOKEN, NJ","1 CASTLE POINT TERRACE HOBOKEN, NJ 07030",10:1,46,February 1,88,94,4069,23,0,22,8,Private,"[40.7449972, -74.0239887]",26667,26070,32752,35451,45556,63462,4092
Mount Holyoke College,https://www.niche.com/colleges/mount-holyoke-college/,141,35765,39304,63904,63904,8620,8560,1000,48600,"SOUTH HADLEY, MA","50 COLLEGE ST SOUTH HADLEY, MA 01075",9:1,40,January 15,83,87,2183,0,2,20,12,Private,"[42.2569686, -72.5737064]",17822,21476,22975,27914,45825,63904,2183
University of Arizona,https://www.niche.com/colleges/university-of-arizona/,142,17075,15279,13900,42300,8650,5000,900,47300,"TUCSON, AZ","1401 E UNIVERSITY BLVD TUCSON, AZ 85721",14:1,87,May 1,68,92,30230,0,14,24,1,Public College,"[32.2327324, -110.950952]",11240,12651,14785,18520,20230,28100,30230
Mississippi State University,https://www.niche.com/colleges/mississippi-state-university/,143,15364,14252,9815,26580,6822,4368,1200,40200,"MISSISSIPPI STATE, MS","LEE BLVD MISSISSIPPI STATE, MS 39762",16:1,75,Rolling Admissions,63,92,16621,0,8,31,2,Public College,"[33.45524995205079, -88.78611349064477]",13255,13153,16979,19342,20795,18197,16621
Occidental College,https://www.niche.com/colleges/occidental-college/,144,44853,33025,62850,62850,9864,8390,1240,50600,"LOS ANGELES, CA","1600 CAMPUS RD LOS ANGELES, CA 90041",9:1,39,January 10,83,89,1938,26,0,15,25,Private,"[34.1267406, -118.2139057]",15674,16201,25473,28007,52991,62850,1964
University of Cincinnati,https://www.niche.com/colleges/university-of-cincinnati/,145,20149,8733,13976,29310,7642,5210,1200,42300,"CINCINNATI, OH","2624 CLIFTON AVE CINCINNATI, OH 45221",10:1,86,March 1,72,92,25016,0,9,20,2,Public College,"[39.1342786, -84.5188055]",12066,13815,20258,25042,25710,21643,25016
University of South Florida - Sarasota-Manatee,https://www.niche.com/colleges/university-of-south-florida---sarasota-manatee/,146,2734,9415,5587,16501,-1,-1,1100,43500,"SARASOTA, FL","8350 N TAMIAMI TRAIL SARASOTA, FL 34243",12:1,24,Rolling Admissions,47,91,958,0,28,39,-1,Public College,"[27.3914194, -82.5626906]",-1,1159,3994,9094,9300,11044,958
Oregon State University,https://www.niche.com/colleges/oregon-state-university/,147,21163,9260,13191,34983,10944,4500,600,49600,"CORVALLIS, OR","1500 SW JEFFERSON AVE CORVALLIS, OR 97331",15:1,83,February 3,70,92,18496,0,26,20,3,Public College,"[44.5640709, -123.2747181]",13341,14505,16821,21512,24945,24087,18496
