name,url,rank,net cost,aid,in-state tuition,out-state tuition,housing,meals,books,median earnings,location,address,student-faculty ratio,acceptance rate,application deadline,graduation rate,employed 2 years post graduation,full-time undergraduates,part-time undergrads,undergrads over 25,pell-grant recipients,varsity athletes,public/private,coordinates,<$30k,$30-48k,$49-75k,$76-110k,$110k+,tuition,undergrads
Washington College,https://www.niche.com/colleges/washington-college/,718,31650,35683,54266,54266,6754,7748,1500,51400,"CHESTERTOWN, MD","300 WASHINGTON AVE CHESTERTOWN, MD 21620",9:1,75,February 15,71,92,941,14,1,22,41,Private,"[39.2172917, -76.0687159]",20047,26719,17320,12004,5898,54266,955
University of Illinois Springfield,https://www.niche.com/colleges/university-of-illinois-springfield/,719,11733,14175,12077,21842,7610,4200,1224,44600,"SPRINGFIELD, IL","ONE UNIVERSITY PLAZA SPRINGFIELD, IL 62703",8:1,82,Rolling Admissions,53,91,1678,715,34,35,15,Public College,"[39.7294708, -89.6168333]",8593,7369,12246,14937,17077,16959,2393
Stevenson University,https://www.niche.com/colleges/stevenson-university/,720,27600,28258,36036,36036,9078,5402,2000,49600,"OWINGS MILLS, MD","100 CAMPUS CIRCLE OWINGS MILLS, MD 21117",13:1,84,March 1,65,94,2672,313,13,31,25,Private,"[39.4263591, -76.7758616]",18283,23357,27138,29574,30648,36036,2985
Lake Superior State University,https://www.niche.com/colleges/lake-superior-state-university/,721,14336,10816,13728,13728,-1,-1,900,37700,"SAULT STE MARIE, MI","650 W EASTERDAY AVE SAULT STE MARIE, MI 49783",13:1,77,Rolling Admissions,51,91,1295,360,11,33,14,Public College,"[46.4921055, -84.3632719]",8411,12492,12236,18582,20896,13728,1655
North Carolina Central University,https://www.niche.com/colleges/north-carolina-central-university/,722,13708,16168,6599,19635,6556,4618,1500,32900,"DURHAM, NC","1801 FAYETTEVILLE ST DURHAM, NC 27707",12:1,84,Rolling Admissions,44,93,4646,988,17,72,5,Public College,"[35.9755461, -78.8997343]",12256,13569,15726,19510,22618,13117,5634
Lander University,https://www.niche.com/colleges/lander-university/,723,15524,10763,11700,21300,6300,4400,1200,34200,"GREENWOOD, SC","320 STANLEY AVE GREENWOOD, SC 29649",14:1,67,Rolling Admissions,45,94,3197,365,6,45,14,Public College,"[34.198079, -82.1658216]",11872,12884,15917,17225,18369,16500,3562
Alfred University,https://www.niche.com/colleges/alfred-university/,724,26183,26172,37644,37644,6750,6810,1300,41400,"ALFRED, NY","ONE SAXON DR ALFRED, NY 14802",8:1,51,February 1,53,93,1283,64,4,40,32,Private,"[42.2543702, -77.788828]",17288,17521,25209,25638,26909,37644,1347
The Master's University,https://www.niche.com/colleges/the-masters-university/,725,30783,13010,38000,38000,7750,5950,1152,41700,"SANTA CLARITA, CA","21726 PLACERITA CANYON RD SANTA CLARITA, CA 91321",24:1,78,Rolling Admissions,73,89,3200,0,6,13,22,Private,"[34.381669, -118.5199917]",23877,22846,23027,28600,32680,38000,3200
Bellarmine University,https://www.niche.com/colleges/bellarmine-university/,726,22813,36264,48180,48180,4510,4740,768,45700,"LOUISVILLE, KY","2001 NEWBURG RD LOUISVILLE, KY 40205",9:1,88,February 1,60,95,2218,127,4,29,15,Private,"[38.2187126, -85.7053244]",19753,18070,18940,23891,25255,48180,2345
East Texas Baptist University,https://www.niche.com/colleges/east-texas-baptist-university/,727,24169,16552,28910,28910,4800,5345,1130,40500,"MARSHALL, TX","ONE TIGER DR MARSHALL, TX 75670",14:1,68,Rolling Admissions,42,92,1232,347,7,38,40,Private,"[32.5277873, -94.3584985]",17810,17987,19479,24409,26964,28910,1579
Old Dominion University,https://www.niche.com/colleges/old-dominion-university/,728,16098,9058,11220,31170,7998,6168,1300,43700,"NORFOLK, VA","5115 HAMPTON BLVD NORFOLK, VA 23529",16:1,95,Rolling Admissions,48,92,15582,0,37,46,3,Public College,"[36.8889479, -76.3035241]",12004,12445,14243,18876,22619,21195,15582
Gordon College,https://www.niche.com/colleges/gordon-college/,729,24483,15181,29500,29500,7710,4440,800,41700,"WENHAM, MA","255 GRAPEVINE RD WENHAM, MA 01984",12:1,92,February 1,69,94,1221,72,2,23,27,Private,"[42.591638, -70.8226103]",18328,16591,15940,21374,25022,29500,1293
Arkansas Tech University,https://www.niche.com/colleges/arkansas-tech-university/,730,12016,8440,8071,13891,4990,4317,1240,34100,"RUSSELLVILLE, AR","105 WEST O STREET RUSSELLVILLE, AR 72801",15:1,94,August 1,49,89,5060,0,13,50,7,Public College,"[35.2935944, -93.1339674]",12444,13060,14438,16451,16016,10981,5060
Jessup University,https://www.niche.com/colleges/jessup-university/,731,27591,23855,36000,36000,6813,6436,1152,37300,"ROCKLIN, CA","2121 UNIVERSITY AVE ROCKLIN, CA 95765",10:1,66,Rolling Admissions,52,88,900,269,25,41,30,Private,"[38.819417, -121.292526]",27725,27796,32544,28560,34156,36000,1169
Northland College,https://www.niche.com/colleges/northland-college/,732,23252,29780,39665,39665,4470,6104,800,33700,"ASHLAND, WI","1411 ELLIS AVE ASHLAND, WI 54806",10:1,68,Rolling Admissions,54,92,516,15,5,32,38,Private,"[46.580741, -90.8737841]",17953,17231,19852,24451,25689,39665,531
University of the Ozarks,https://www.niche.com/colleges/university-of-the-ozarks/,733,16319,19224,24950,24950,3800,4558,1000,33900,"CLARKSVILLE, AR","415 N COLLEGE AVE CLARKSVILLE, AR 72830",14:1,60,Rolling Admissions,41,90,766,16,1,45,35,Private,"[35.4756384, -93.4673594]",12114,12646,14736,18027,20657,24950,782
Elizabeth City State University,https://www.niche.com/colleges/elizabeth-city-state-university/,734,4120,8877,500,2500,5037,3426,1240,30400,"ELIZABETH CITY, NC","1704 WEEKSVILLE RD ELIZABETH CITY, NC 27909",18:1,74,July 15,42,93,1704,329,21,65,15,Public College,"[36.2795223, -76.2157068]",1992,3207,4932,8455,12366,1500,2033
North Park University,https://www.niche.com/colleges/north-park-university/,735,19029,22545,36070,36070,5290,5430,1000,43700,"CHICAGO, IL","3225 W FOSTER AVE CHICAGO, IL 60625",9:1,69,Rolling Admissions,55,93,1746,122,9,50,24,Private,"[41.9752379, -87.709906]",17420,15665,15840,20043,21471,36070,1868
Louisiana Christian University,https://www.niche.com/colleges/louisiana-christian-university/,736,14566,13650,19720,19720,3436,4210,1300,42800,"PINEVILLE, LA","1140 COLLEGE DR PINEVILLE, LA 71359",10:1,75,Rolling Admissions,36,92,745,87,7,46,45,Private,"[31.3254074, -92.4267178]",14553,14150,17163,14936,16323,19720,832
Allegheny College,https://www.niche.com/colleges/allegheny-college/,737,26719,42599,55860,55860,7278,6518,1000,50900,"MEADVILLE, PA","520 N MAIN ST MEADVILLE, PA 16335",8:1,70,February 15,68,95,1153,58,1,25,36,Private,"[41.648637, -80.147223]",17305,17477,20056,25735,31558,55860,1211
University of Maine,https://www.niche.com/colleges/university-of-maine/,738,17617,12652,12136,33736,6018,6032,1000,42500,"ORONO, ME","168 COLLEGE AVE ORONO, ME 04469",13:1,94,March 1,55,94,7622,0,9,28,6,Public College,"[44.8944544, -68.672336]",12238,12461,15617,20076,21303,22936,7622
Ursuline College,https://www.niche.com/colleges/ursuline-college/,739,14502,32059,36816,36816,6010,6032,1200,47800,"PEPPER PIKE, OH","2550 LANDER RD PEPPER PIKE, OH 44124",6:1,85,Rolling Admissions,48,94,536,89,27,55,27,Private,"[41.4964367, -81.4658916]",13887,14013,15006,20638,20747,36816,625
University of Saint Francis - Indiana,https://www.niche.com/colleges/university-of-saint-francis-indiana/,740,18162,24860,36460,36460,-1,-1,1200,40400,"FORT WAYNE, IN","2701 SPRING ST FORT WAYNE, IN 46808",9:1,98,Rolling Admissions,56,96,1450,149,15,44,31,Private,"[41.0877542, -85.1737124]",14587,13889,15769,21753,22522,36460,1599
California State University - Los Angeles,https://www.niche.com/colleges/california-state-university-los-angeles/,741,5801,10907,6805,18685,10198,4950,1253,46100,"LOS ANGELES, CA","5151 STATE UNIVERSITY DR LOS ANGELES, CA 90032",20:1,87,December 2,51,90,18694,0,24,73,1,Public College,"[34.0679172, -118.1655535]",3717,4294,7289,10510,15213,12745,18694
Washington & Jefferson College,https://www.niche.com/colleges/washington-and-jefferson-college/,742,25636,38963,27605,27605,7936,5588,1000,54500,"WASHINGTON, PA","60 S LINCOLN ST WASHINGTON, PA 15301",11:1,88,April 1,74,95,1306,0,1,34,50,Private,"[40.1706044, -80.2405587]",17859,19694,20787,28209,30453,27605,1306
California State University - Dominguez Hills,https://www.niche.com/colleges/california-state-university-dominguez-hills/,743,5068,9819,7060,18940,9920,-1,1150,44700,"CARSON, CA","1000 E VICTORIA ST CARSON, CA 90747",19:1,89,December 2,46,89,10396,0,31,74,2,Public College,"[33.863931, -118.2569306]",3021,3518,6052,9962,5606,13000,10396
Fairleigh Dickinson University - Metropolitan Campus,https://www.niche.com/colleges/fairleigh-dickinson-university-metropolitan-campus/,744,16030,30059,34400,34400,10199,5550,1530,48100,"TEANECK, NJ","1000 RIVER RD TEANECK, NJ 07666",13:1,84,Rolling Admissions,51,92,1905,0,10,53,16,Private,"[40.8971691, -74.029018]",11637,11725,14268,17535,22737,34400,1905
King University - Tennessee,https://www.niche.com/colleges/king-university-tennessee/,745,22626,22715,34220,34220,5002,4958,1656,43500,"BRISTOL, TN","1350 KING COLLEGE ROAD BRISTOL, TN 37620",10:1,61,Rolling Admissions,46,92,883,193,27,39,75,Private,"[36.5868428, -82.1540668]",22559,21678,19230,25446,25282,34220,1076
Rider University,https://www.niche.com/colleges/rider-university/,746,26388,26336,36000,36000,10230,5900,1500,50600,"LAWRENCEVILLE, NJ","2083 LAWRENCE RD LAWRENCEVILLE, NJ 08648",12:1,84,Rolling Admissions,67,94,3015,168,6,41,16,Private,"[40.2786805, -74.7361397]",18184,17958,20944,26185,29922,36000,3183
The Christ College of Nursing & Health Sciences,https://www.niche.com/colleges/the-christ-college-of-nursing-and-health-sciences/,747,18370,9504,16472,16472,-1,-1,1800,56200,"CINCINNATI, OH","2139 AUBURN AVE CINCINNATI, OH 45219",14:1,71,Rolling Admissions,53,89,661,205,32,48,-1,Private,"[39.1211489, -84.5102766]",15062,13792,17353,24521,23495,16472,866
University of Washington - Tacoma,https://www.niche.com/colleges/university-of-washington-tacoma/,748,10680,12961,13168,43404,9166,-1,900,57700,"TACOMA, WA","1900 COMMERCE ST TACOMA, WA 98402",12:1,88,Rolling Admissions,54,91,3599,491,21,37,-1,Public College,"[47.2446517, -122.4380184]",5253,5636,8832,15131,21342,28286,4090
Central College,https://www.niche.com/colleges/central-college/,749,23303,10999,20988,20988,5200,5660,1275,44700,"PELLA, IA","812 UNIVERSITY PELLA, IA 50219",11:1,79,Rolling Admissions,71,96,1041,54,1,24,55,Private,"[41.4004948, -92.9190308]",13988,16740,20292,22506,25885,20988,1095
Georgia Southwestern State University,https://www.niche.com/colleges/georgia-southwestern-state-university/,750,12186,9472,4980,15702,4400,4578,1240,36400,"AMERICUS, GA","800 GEORGIA SOUTHWESTERN STATE UNIVERSITY DR AMERICUS, GA 31709",14:1,73,July 21,36,92,1585,888,22,61,11,Public College,"[32.056995, -84.217188]",10719,11622,14517,15986,16055,10341,2473
SUNY Plattsburgh,https://www.niche.com/colleges/suny-plattsburgh/,751,17625,10667,7070,16980,9820,5560,1320,42400,"PLATTSBURGH, NY","101 BROAD ST PLATTSBURGH, NY 12901",14:1,70,Rolling Admissions,65,94,3548,456,13,44,9,Public College,"[44.694415, -73.4660238]",11044,13902,17164,19074,22935,12025,4004
University of Mobile,https://www.niche.com/colleges/university-of-mobile/,752,22260,16217,25880,25880,5688,4480,1800,35200,"MOBILE, AL","5735 COLLEGE PARKWAY MOBILE, AL 36613",12:1,84,Rolling Admissions,46,91,1054,530,6,40,33,Private,"[30.7955796, -88.1288039]",16575,16733,21966,18109,19595,25880,1584
Westmont College,https://www.niche.com/colleges/westmont-college/,753,33112,33900,52320,52320,9620,6140,1600,51400,"SANTA BARBARA, CA","955 LA PAZ RD SANTA BARBARA, CA 93108",10:1,82,January 15,74,89,1239,21,1,18,22,Private,"[34.4512007, -119.6603854]",21622,28173,23958,28924,37690,52320,1260
West Chester University of Pennsylvania,https://www.niche.com/colleges/west-chester-university-of-pennsylvania/,754,22973,5443,10575,22399,5794,3850,1200,48400,"WEST CHESTER, PA","UNIVERSITY AVENUE AND HIGH ST WEST CHESTER, PA 19383",17:1,88,Rolling Admissions,72,95,12586,0,8,27,4,Public College,"[39.949898, -75.599083]",18436,19207,22290,26172,27490,16487,12586
Governors State University,https://www.niche.com/colleges/governors-state-university/,755,9833,11987,10468,17980,8000,3000,1000,40800,"UNIVERSITY PARK, IL","1 UNIVERSITY PKY UNIVERSITY PARK, IL 60484",5:1,57,Rolling Admissions,21,88,1629,980,45,68,7,Public College,"[41.453744, -87.7244429]",8282,8142,8885,13957,14913,14224,2609
Franklin University,https://www.niche.com/colleges/franklin-university/,756,18989,7398,9577,9577,3782,-1,576,48500,"COLUMBUS, OH","201 S GRANT AVE COLUMBUS, OH 43215",10:1,100,Rolling Admissions,49,90,1990,0,77,23,-1,Private,"[39.9595918, -82.9906155]",15076,16354,29773,10365,7854,9577,1990
Moravian University,https://www.niche.com/colleges/moravian-university/,757,31168,31527,51569,51569,8398,6506,1200,51100,"BETHLEHEM, PA","1200 MAIN ST BETHLEHEM, PA 18018",8:1,68,March 15,70,93,1802,126,8,35,26,Private,"[40.6310344, -75.380911]",25838,26625,27851,30591,34195,51569,1928
Wilkes University,https://www.niche.com/colleges/wilkes-university/,758,27918,29441,40308,40308,9586,6564,1600,51600,"WILKES-BARRE, PA","84 WEST SOUTH ST WILKES-BARRE, PA 18766",7:1,94,Rolling Admissions,59,96,1807,193,8,38,27,Private,"[41.2448829, -75.8909901]",23447,22725,25303,29648,31865,40308,2000
Pfeiffer University,https://www.niche.com/colleges/pfeiffer-university/,759,21575,24926,33290,33290,6200,6320,500,39200,"MISENHEIMER, NC","48380 US HWY 52N MISENHEIMER, NC 28109",8:1,69,Rolling Admissions,35,93,657,26,7,52,48,Private,"[35.4846819, -80.2831581]",19384,17826,21584,20429,26033,33290,683
Elon University,https://www.niche.com/colleges/elon-university/,760,41527,13880,46958,46958,6818,7068,900,51900,"ELON, NC","100 CAMPUS DR ELON, NC 27244",12:1,74,January 10,83,95,6144,193,1,12,7,Private,"[36.1049553, -79.5041782]",22319,18489,28446,36307,46697,46958,6337
Valparaiso University,https://www.niche.com/colleges/valparaiso-university/,761,22755,34706,46940,46940,8116,5064,1200,48500,"VALPARAISO, IN","1620 CHAPEL DRIVE VALPARAISO, IN 46383",11:1,94,Rolling Admissions,70,94,2633,45,3,31,16,Private,"[41.4612195, -87.0410969]",28534,28661,27011,25780,28215,46940,2678
Aurora University,https://www.niche.com/colleges/aurora-university/,762,19350,19830,27420,27420,7090,5770,1200,42700,"AURORA, IL","347 S GLADSTONE AVE AURORA, IL 60506",14:1,82,Rolling Admissions,60,93,3663,385,13,49,15,Private,"[41.7549199, -88.3476361]",15022,15459,17290,21086,23897,27420,4048
Fairmont State University,https://www.niche.com/colleges/fairmont-state-university/,763,10794,6547,8008,17836,5848,4756,1000,33000,"FAIRMONT, WV","1201 LOCUST AVE FAIRMONT, WV 26554",14:1,98,Rolling Admissions,46,87,2355,842,13,42,16,Public College,"[39.483043, -80.1625115]",8336,8386,10681,11979,12920,12922,3197
Goshen College,https://www.niche.com/colleges/goshen-college/,764,19267,28700,36660,36660,5990,5110,1250,37700,"GOSHEN, IN","1700 S MAIN ST GOSHEN, IN 46526",8:1,94,Rolling Admissions,64,93,667,50,9,35,36,Private,"[41.5635821, -85.8278747]",12297,13834,19524,18520,25055,36660,717
California State University - East Bay,https://www.niche.com/colleges/california-state-university-east-bay/,765,11464,8659,6995,18875,9937,5790,1152,51700,"HAYWARD, CA","25800 CARLOS BEE BLVD HAYWARD, CA 94542",18:1,96,December 2,46,90,8165,0,37,51,3,Public College,"[37.6571025, -122.0581954]",7943,8968,11872,15742,19432,12935,8165
McDaniel College,https://www.niche.com/colleges/mcdaniel-college/,766,23733,38848,48672,48672,5682,7048,1330,49700,"WESTMINSTER, MD","2 COLLEGE HILL WESTMINSTER, MD 21157",6:1,82,February 1,66,94,1735,27,2,37,30,Private,"[39.5841433, -77.0005111]",13604,18535,20967,24356,28808,48672,1762
University of Advancing Technology,https://www.niche.com/colleges/university-of-advancing-technology/,767,20164,10030,12950,12950,6200,4900,0,46400,"TEMPE, AZ","2625 W BASELINE RD TEMPE, AZ 85283",11:1,91,Rolling Admissions,45,90,417,385,43,66,-1,Private,"[33.3776864, -111.9757618]",17472,18112,20193,24161,22988,12950,802
Southeastern University,https://www.niche.com/colleges/southeastern-university/,768,27910,14817,32950,32950,5420,5310,1600,34800,"LAKELAND, FL","1000 LONGFELLOW BLVD LAKELAND, FL 33801",20:1,61,Rolling Admissions,43,91,4364,0,9,43,14,Private,"[28.0323122, -81.9186093]",26928,26961,28076,28685,29325,32950,4364
University of Mount Union,https://www.niche.com/colleges/university-of-mount-union/,769,23259,22459,33800,33800,5600,5600,220,42900,"ALLIANCE, OH","1972 CLARK AVE ALLIANCE, OH 44601",11:1,76,Rolling Admissions,62,95,1855,36,1,31,47,Private,"[40.902233, -81.1087426]",18727,16818,21356,24562,25511,33800,1891
Gardner-Webb University,https://www.niche.com/colleges/gardner-webb-university/,770,22339,24130,33770,33770,5410,5360,1400,38700,"BOILING SPRINGS, NC","110 S MAIN ST BOILING SPRINGS, NC 28017",8:1,75,Rolling Admissions,52,92,1516,296,26,39,30,Private,"[35.2492494, -81.6671187]",18532,17864,19783,22200,26185,33770,1812
Saint Mary-of-the-Woods College,https://www.niche.com/colleges/saint-mary-of-the-woods-college/,771,17358,26438,32700,32700,7730,3620,1600,32300,"SAINT MARY OF THE WOODS, IN","1 ST MARY OF WOODS COLL SAINT MARY OF THE WOODS, IN 47876",7:1,79,Rolling Admissions,52,88,713,102,32,53,46,Private,"[39.5071698, -87.4606884]",12978,12433,15826,21197,22113,32700,815
Kettering University,https://www.niche.com/colleges/kettering-university/,772,34486,24697,44380,44380,5300,3630,1100,80500,"FLINT, MI","1700 UNIVERSITY AVE FLINT, MI 48504",14:1,81,Rolling Admissions,69,96,1370,52,3,15,-1,Private,"[43.0133021, -83.7142779]",24504,26316,32939,33925,36426,44380,1422
West Liberty University,https://www.niche.com/colleges/west-liberty-university/,773,13788,5824,8716,17100,5150,4464,1645,36400,"WEST LIBERTY, WV","208 UNIVERSITY DR WEST LIBERTY, WV 26074",11:1,74,Rolling Admissions,61,91,1798,289,7,38,32,Public College,"[40.1624872, -80.6041119]",11920,15533,16658,17290,18724,12908,2087
Drew University,https://www.niche.com/colleges/drew-university/,774,28183,31901,44174,44174,10320,6082,1200,52700,"MADISON, NJ","36 MADISON AVE MADISON, NJ 07940",8:1,73,February 1,74,90,1467,46,3,28,30,Private,"[40.761884, -74.4243066]",15853,18426,20879,26292,32920,44174,1513
Idaho State University,https://www.niche.com/colleges/idaho-state-university/,775,12425,9145,7958,25936,3038,4588,1000,35700,"POCATELLO, ID","921 S 8TH AVE POCATELLO, ID 83209",10:1,100,Rolling Admissions,37,87,5387,0,20,39,6,Public College,"[42.8618939, -112.4336899]",14766,15347,17746,20252,20725,16947,5387
SUNY Empire State University,https://www.niche.com/colleges/suny-empire-state-university/,776,9704,9343,7630,17540,-1,-1,1528,41400,"SARATOGA SPRINGS, NY","TWO UNION AVE SARATOGA SPRINGS, NY 12866",15:1,100,August 1,25,84,3282,0,75,62,-1,Public College,"[43.0772775, -73.7824166]",7130,9303,11386,16422,17488,12585,3282
Texas A&M University - Kingsville,https://www.niche.com/colleges/texas-a-and-m-university-kingsville/,777,11347,10723,9892,25746,4600,4294,1196,42600,"KINGSVILLE, TX","955 UNIVERSITY BLVD KINGSVILLE, TX 78363",13:1,97,August 15,44,92,3912,935,11,64,9,Public College,"[27.5266694, -97.8826269]",8910,9971,11767,16884,18974,17819,4847
LIM College,https://www.niche.com/colleges/lim-college/,778,39020,11409,32644,32644,14625,-1,900,48900,"NEW YORK, NY","216 EAST 45TH STREET NEW YORK, NY 10017",15:1,84,Rolling Admissions,52,91,986,94,10,39,-1,Private,"[40.7520797, -73.9721801]",34949,38873,36592,38433,41108,32644,1080
Dickinson State University,https://www.niche.com/colleges/dickinson-state-university/,779,14971,5391,9118,11218,3000,4740,1200,41700,"DICKINSON, ND","291 CAMPUS DR DICKINSON, ND 58601",13:1,72,Rolling Admissions,44,93,972,439,17,28,36,Public College,"[46.8827428, -102.8005339]",11645,13070,14326,16822,17157,10168,1411
Trevecca Nazarene University,https://www.niche.com/colleges/trevecca-nazarene-university/,780,16080,21013,28590,28590,4700,5200,0,40500,"NASHVILLE, TN","333 MURFREESBORO RD NASHVILLE, TN 37210",11:1,71,Rolling Admissions,61,93,1362,463,18,36,22,Private,"[36.1450947, -86.7536264]",12892,10702,12988,18416,18811,28590,1825
North Greenville University,https://www.niche.com/colleges/north-greenville-university/,781,11705,26941,23590,23590,5200,5800,2240,34400,"TIGERVILLE, SC","7801 N TIGERVILLE RD TIGERVILLE, SC 29688",11:1,76,Rolling Admissions,54,93,1574,265,8,38,36,Private,"[35.0696197, -82.3701382]",13037,13620,12456,13058,21291,23590,1839
Northwest Missouri State University,https://www.niche.com/colleges/northwest-missouri-state-university/,782,14197,8387,13262,21654,6184,4272,400,40000,"MARYVILLE, MO","800 UNIVERSITY DR MARYVILLE, MO 64468",19:1,86,Rolling Admissions,54,95,4278,0,7,35,5,Public College,"[40.3516826, -94.8833356]",10949,10824,12077,15843,17895,17458,4278
McMurry University,https://www.niche.com/colleges/mcmurry-university/,783,18757,23537,30922,30922,4372,4878,1200,41000,"ABILENE, TX","S 14TH AND SAYLES BLVD ABILENE, TX 79697",12:1,57,Rolling Admissions,37,91,1016,215,16,57,41,Private,"[32.4321558, -99.748107]",15500,16114,19373,22605,26143,30922,1231
Muskingum University,https://www.niche.com/colleges/muskingum-university/,784,19682,24048,30940,30940,6250,5990,1100,39600,"NEW CONCORD, OH","10 COLLEGE DR NEW CONCORD, OH 43762",11:1,86,Rolling Admissions,60,95,1307,177,12,46,50,Private,"[39.9939182, -81.7352866]",15189,16107,18799,22306,23540,30940,1484
Purdue University Fort Wayne,https://www.niche.com/colleges/purdue-university-fort-wayne/,785,11951,7432,8985,21573,6346,-1,1240,36500,"FORT WAYNE, IN","2101 E COLISEUM BLVD FORT WAYNE, IN 46805",16:1,81,Rolling Admissions,36,91,4533,0,12,39,7,Public College,"[41.114557, -85.1168659]",7171,7609,11606,16075,16796,15279,4533
Gwynedd Mercy University,https://www.niche.com/colleges/gwynedd-mercy-university/,786,28122,24512,38812,38812,6234,6640,1500,54300,"GWYNEDD VALLEY, PA","1325 SUMNEYTOWN PIKE GWYNEDD VALLEY, PA 19437",5:1,58,Rolling Admissions,57,93,1041,416,19,35,23,Private,"[40.1971496, -75.2383807]",21507,26936,24384,29707,32024,38812,1457
Susquehanna University,https://www.niche.com/colleges/susquehanna-university/,787,28605,40914,55160,55160,8220,6740,1200,54100,"SELINSGROVE, PA","514 UNIVERSITY AVE SELINSGROVE, PA 17870",13:1,77,February 1,76,96,2133,91,1,23,26,Private,"[40.7997599, -76.8704176]",22556,19788,22479,27014,31764,55160,2224
Texas A&M University - Texarkana,https://www.niche.com/colleges/texas-a-and-m-university-texarkana/,788,10646,11114,7930,20659,6838,4869,1400,35900,"TEXARKANA, TX","7101 UNIVERSITY AVE TEXARKANA, TX 75503",12:1,92,Rolling Admissions,30,89,1361,400,33,51,18,Public College,"[33.4894462, -94.1040282]",7862,7683,9655,15469,17787,14294,1761
University of Wisconsin - Platteville,https://www.niche.com/colleges/university-of-wisconsin-platteville/,789,15595,4866,7862,16800,5587,3220,200,47300,"PLATTEVILLE, WI","1 UNIVERSITY PLAZA PLATTEVILLE, WI 53818",19:1,85,Rolling Admissions,61,97,5329,699,8,24,10,Public College,"[42.7344727, -90.4849578]",9145,9388,13683,17385,18649,12331,6028
Quinnipiac University,https://www.niche.com/colleges/quinnipiac-university/,790,39051,29689,52310,52310,-1,-1,800,63300,"HAMDEN, CT","275 MOUNT CARMEL AVE HAMDEN, CT 06518",9:1,84,February 1,77,97,5847,226,4,17,8,Private,"[41.420126, -72.8940337]",33296,32709,33699,38821,42979,52310,6073
Widener University,https://www.niche.com/colleges/widener-university/,791,32185,32412,51639,51639,8000,7200,1332,53400,"CHESTER, PA","ONE UNIVERSITY PL CHESTER, PA 19013",6:1,88,Rolling Admissions,68,95,2339,216,10,25,22,Private,"[39.8619633, -75.3573899]",30521,27156,29779,31258,33713,51639,2555
Dakota Wesleyan University,https://www.niche.com/colleges/dakota-wesleyan-university/,792,19825,21097,32500,32500,3350,4300,1500,37200,"MITCHELL, SD","1200 W UNIVERSITY AVE MITCHELL, SD 57301",11:1,75,Rolling Admissions,53,92,651,0,2,34,50,Private,"[43.6986509, -98.0324088]",21322,22657,22700,22154,24066,32500,651
California Lutheran University,https://www.niche.com/colleges/california-lutheran-university/,793,30416,30597,51750,51750,8375,7115,1152,54200,"THOUSAND OAKS, CA","60 W OLSEN RD THOUSAND OAKS, CA 91360",9:1,87,January 15,73,93,2461,52,6,30,22,Private,"[34.2251446, -118.8773727]",20047,21172,22688,27900,37492,51750,2513
The New School,https://www.niche.com/colleges/the-new-school/,794,55480,21504,54347,54347,20500,6400,1300,44500,"NEW YORK, NY","66 WEST 12TH ST NEW YORK, NY 10011",9:1,57,January 15,69,87,9137,0,19,16,-1,Private,"[40.7354842, -73.9970921]",42659,43329,46039,50804,55183,54347,9137
Commonwealth University - Bloomsburg,https://www.niche.com/colleges/commonwealth-university-bloomsburg/,795,16738,6347,7716,19290,7108,3610,1200,44500,"BLOOMSBURG, PA","400 E SECOND ST BLOOMSBURG, PA 17815",18:1,90,Rolling Admissions,59,96,6367,696,5,32,9,Public College,"[41.0058446, -76.4500075]",14037,14738,18248,21454,22205,13503,7063
High Point University,https://www.niche.com/colleges/high-point-university/,796,40221,18930,42114,42114,8280,8244,1500,39000,"HIGH POINT, NC","ONE UNIVERSITY PARKWAY HIGH POINT, NC 27268",13:1,79,March 1,68,94,4949,57,1,13,8,Private,"[35.9718793, -79.9947497]",31039,31383,32672,36489,40265,42114,5006
West Virginia University at Parkersburg,https://www.niche.com/colleges/west-virginia-university-at-parkersburg/,797,3029,5811,4132,9124,-1,-1,1500,28000,"PARKERSBURG, WV","300 CAMPUS DR PARKERSBURG, WV 26104",12:1,100,Rolling Admissions,30,82,966,0,27,53,-1,Public College,"[39.3033415, -81.5377746]",4561,4322,5746,3266,7506,6628,966
Austin Peay State University,https://www.niche.com/colleges/austin-peay-state-university/,798,16140,10232,8431,13975,6510,4680,1250,34900,"CLARKSVILLE, TN","601 COLLEGE ST CLARKSVILLE, TN 37044",13:1,94,August 4,43,86,5326,0,24,51,6,Public College,"[36.5318801, -87.3547201]",13463,13850,17292,19719,20780,11203,5326
Norwich University,https://www.niche.com/colleges/norwich-university/,799,24501,38481,46860,46860,-1,-1,1500,53700,"NORTHFIELD, VT","158 HARMON DR NORTHFIELD, VT 05663",11:1,83,Rolling Admissions,61,96,2299,500,21,30,30,Private,"[44.1384424, -72.6588707]",15843,16606,18970,22049,28839,46860,2799
West Coast University - Orange County,https://www.niche.com/colleges/west-coast-university-orange-county/,800,27933,7762,22889,22889,-1,-1,2284,54900,"ANAHEIM, CA","1477 S MANCHESTER AVE ANAHEIM, CA 92802",10:1,100,Rolling Admissions,73,94,2287,736,66,67,-1,Private,"[33.8111155, -117.9116921]",32049,21501,29561,36552,37981,22889,3023
